station,temperature,dew_point,pressure,wind_dir,wind_speed,visibility,rain
SBFL,14,12,1015,180,10,4500,1
SBFL,14,12,1015,190,12,5000,1
SBFL,15,12,1016,170,9,9999,0
SBFL,14,12,1017,180,13,7000,1
SBFL,15,12,1017,190,10,8000,1
SBFL,15,12,1016,180,11,7000,1
SBFL,15,12,1016,150,8,9999,0
SBFL,16,12,1016,170,4,9999,0
SBFL,15,13,1015,140,4,9999,0
SBFL,15,13,1014,120,8,9999,0
SBFL,15,14,1015,130,9,9999,1
SBFL,17,14,1016,210,7,9999,0
SBFL,18,14,1016,120,6,9999,0
SBFL,17,14,1016,140,7,9999,0
SBFL,18,14,1016,140,7,9999,0
SBFL,16,15,1016,100,4,9999,0
SBFL,16,15,1016,200,2,,0
SBFL,16,15,1016,200,4,,0
SBFL,16,15,1016,200,4,,0
SBFL,17,15,1015,240,2,,0
SBFL,19,15,1015,330,5,,0
SBFL,19,15,1015,330,8,,0
SBFL,20,15,1015,350,7,,0
SBFL,22,15,1015,340,11,9999,0
SBFL,22,15,1015,340,10,9999,0
SBFL,22,14,1016,340,10,9999,0
SBFL,21,14,1017,350,10,9999,0
SBFL,20,14,1018,350,8,9999,0
SBFL,19,14,1019,350,9,,0
SBFL,18,14,1019,340,9,9999,0
SBFL,17,15,1020,330,8,9999,0
SBFL,17,14,1019,330,8,9999,0
SBFL,15,14,1019,340,4,9999,0
SBFL,16,14,1019,300,7,9999,0
SBFL,16,14,1018,360,5,,0
SBFL,15,14,1020,340,5,9999,0
SBFL,15,14,1020,320,5,9999,0
SBFL,15,14,1021,300,3,9999,0
SBFL,15,13,1021,020,4,9999,0
SBFL,15,13,1022,360,4,9999,0
SBFL,16,13,1023,330,5,9999,0
SBFL,17,14,1023,290,5,9999,0
SBFL,16,14,1023,300,4,9999,0
SBFL,16,14,1023,300,4,9999,0
SBFL,17,14,1023,290,4,,0
SBFL,18,13,1023,350,4,,0
SBFL,18,13,1023,340,4,9999,0
SBFL,19,13,1023,350,3,9999,0
SBFL,19,12,1023,330,4,9999,0
SBFL,19,12,1023,020,5,9999,0
SBFL,20,11,1024,050,4,9999,0
SBFL,19,12,1025,200,3,9999,0
SBFL,20,12,1026,VRB,5,9999,0
SBFL,18,12,1027,270,4,9999,0
SBFL,17,14,1027,290,4,9999,0
SBFL,17,13,1027,290,3,9999,0
SBFL,15,14,1027,270,4,9999,0
SBFL,15,13,1026,270,4,9999,0
SBFL,15,13,1026,230,3,9999,0
SBFL,14,13,1026,200,5,9999,0
SBFL,14,13,1026,200,5,9999,0
SBFL,15,13,1026,200,7,9999,0
SBFL,15,13,1027,190,5,9999,0
